trade_date,signal_date,execution_date,target_return_end_date,ts_code,financial_report_period,financial_ann_date,financial_usable_date
2022-08-29,2022-08-29,2022-08-30,,000045.SZ,2022-06-30,2022-08-25,2022-08-26
2022-08-30,2022-08-30,2022-08-31,,000045.SZ,2022-06-30,2022-08-25,2022-08-26
2022-08-31,2022-08-31,2022-09-01,,000045.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-01,2022-09-01,2022-09-02,,000045.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-02,2022-09-02,2022-09-05,,000045.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-05,2022-09-05,2022-09-06,,000045.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-06,2022-09-06,2022-09-07,,000045.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-07,2022-09-07,2022-09-08,,000045.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-08,2022-09-08,2022-09-09,,000045.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-09,2022-09-09,,,000045.SZ,2022-06-30,2022-08-25,2022-08-26
2022-06-20,2022-06-20,2022-06-21,2022-07-18,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-21,2022-06-21,2022-06-22,2022-07-19,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-22,2022-06-22,2022-06-23,2022-07-20,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-23,2022-06-23,2022-06-24,2022-07-21,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-24,2022-06-24,2022-06-27,2022-07-22,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-27,2022-06-27,2022-06-28,2022-07-25,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-28,2022-06-28,2022-06-29,2022-07-26,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-29,2022-06-29,2022-06-30,2022-07-27,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-30,2022-06-30,2022-07-01,2022-07-28,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-01,2022-07-01,2022-07-04,2022-07-29,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-04,2022-07-04,2022-07-05,2022-08-01,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-05,2022-07-05,2022-07-06,2022-08-02,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-06,2022-07-06,2022-07-07,2022-08-03,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-07,2022-07-07,2022-07-08,2022-08-04,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-08,2022-07-08,2022-07-11,2022-08-05,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-11,2022-07-11,2022-07-12,2022-08-08,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-12,2022-07-12,2022-07-13,2022-08-09,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-13,2022-07-13,2022-07-14,2022-08-10,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-14,2022-07-14,2022-07-15,2022-08-11,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-15,2022-07-15,2022-07-18,2022-08-12,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-18,2022-07-18,2022-07-19,2022-08-15,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-19,2022-07-19,2022-07-20,2022-08-16,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-20,2022-07-20,2022-07-21,2022-08-17,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-21,2022-07-21,2022-07-22,2022-08-18,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-22,2022-07-22,2022-07-25,2022-08-19,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-25,2022-07-25,2022-07-26,2022-08-22,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-26,2022-07-26,2022-07-27,2022-08-23,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-27,2022-07-27,2022-07-28,2022-08-24,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-28,2022-07-28,2022-07-29,2022-08-25,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-29,2022-07-29,2022-08-01,2022-08-26,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-01,2022-08-01,2022-08-02,2022-08-29,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-02,2022-08-02,2022-08-03,2022-08-30,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-03,2022-08-03,2022-08-04,2022-08-31,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-04,2022-08-04,2022-08-05,2022-09-01,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-05,2022-08-05,2022-08-08,2022-09-02,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-08,2022-08-08,2022-08-09,2022-09-05,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-09,2022-08-09,2022-08-10,2022-09-06,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-10,2022-08-10,2022-08-11,2022-09-07,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-11,2022-08-11,2022-08-12,2022-09-08,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-12,2022-08-12,2022-08-15,2022-09-09,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-15,2022-08-15,2022-08-16,,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-16,2022-08-16,2022-08-17,,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-17,2022-08-17,2022-08-18,,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-18,2022-08-18,2022-08-19,,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-19,2022-08-19,2022-08-22,,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-22,2022-08-22,2022-08-23,,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-23,2022-08-23,2022-08-24,,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-24,2022-08-24,2022-08-25,,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-25,2022-08-25,2022-08-26,,000046.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-26,2022-08-26,2022-08-29,,000046.SZ,2022-06-30,2022-08-25,2022-08-26
2022-08-29,2022-08-29,2022-08-30,,000046.SZ,2022-06-30,2022-08-25,2022-08-26
2022-08-30,2022-08-30,2022-08-31,,000046.SZ,2022-06-30,2022-08-25,2022-08-26
2022-08-31,2022-08-31,2022-09-01,,000046.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-01,2022-09-01,2022-09-02,,000046.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-02,2022-09-02,2022-09-05,,000046.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-05,2022-09-05,2022-09-06,,000046.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-06,2022-09-06,2022-09-07,,000046.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-07,2022-09-07,2022-09-08,,000046.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-08,2022-09-08,2022-09-09,,000046.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-09,2022-09-09,,,000046.SZ,2022-06-30,2022-08-25,2022-08-26
2022-06-20,2022-06-20,2022-06-21,2022-07-18,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-21,2022-06-21,2022-06-22,2022-07-19,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-22,2022-06-22,2022-06-23,2022-07-20,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-23,2022-06-23,2022-06-24,2022-07-21,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-24,2022-06-24,2022-06-27,2022-07-22,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-27,2022-06-27,2022-06-28,2022-07-25,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-28,2022-06-28,2022-06-29,2022-07-26,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-29,2022-06-29,2022-06-30,2022-07-27,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-30,2022-06-30,2022-07-01,2022-07-28,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-01,2022-07-01,2022-07-04,2022-07-29,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-04,2022-07-04,2022-07-05,2022-08-01,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-05,2022-07-05,2022-07-06,2022-08-02,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-06,2022-07-06,2022-07-07,2022-08-03,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-07,2022-07-07,2022-07-08,2022-08-04,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-08,2022-07-08,2022-07-11,2022-08-05,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-11,2022-07-11,2022-07-12,2022-08-08,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-12,2022-07-12,2022-07-13,2022-08-09,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-13,2022-07-13,2022-07-14,2022-08-10,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-14,2022-07-14,2022-07-15,2022-08-11,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-15,2022-07-15,2022-07-18,2022-08-12,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-18,2022-07-18,2022-07-19,2022-08-15,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-19,2022-07-19,2022-07-20,2022-08-16,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-20,2022-07-20,2022-07-21,2022-08-17,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-21,2022-07-21,2022-07-22,2022-08-18,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-22,2022-07-22,2022-07-25,2022-08-19,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-25,2022-07-25,2022-07-26,2022-08-22,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-26,2022-07-26,2022-07-27,2022-08-23,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-27,2022-07-27,2022-07-28,2022-08-24,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-28,2022-07-28,2022-07-29,2022-08-25,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-29,2022-07-29,2022-08-01,2022-08-26,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-01,2022-08-01,2022-08-02,2022-08-29,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-02,2022-08-02,2022-08-03,2022-08-30,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-03,2022-08-03,2022-08-04,2022-08-31,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-04,2022-08-04,2022-08-05,2022-09-01,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-05,2022-08-05,2022-08-08,2022-09-02,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-08,2022-08-08,2022-08-09,2022-09-05,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-09,2022-08-09,2022-08-10,2022-09-06,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-10,2022-08-10,2022-08-11,2022-09-07,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-11,2022-08-11,2022-08-12,2022-09-08,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-12,2022-08-12,2022-08-15,2022-09-09,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-15,2022-08-15,2022-08-16,,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-16,2022-08-16,2022-08-17,,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-17,2022-08-17,2022-08-18,,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-18,2022-08-18,2022-08-19,,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-19,2022-08-19,2022-08-22,,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-22,2022-08-22,2022-08-23,,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-23,2022-08-23,2022-08-24,,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-24,2022-08-24,2022-08-25,,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-25,2022-08-25,2022-08-26,,000047.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-26,2022-08-26,2022-08-29,,000047.SZ,2022-06-30,2022-08-25,2022-08-26
2022-08-29,2022-08-29,2022-08-30,,000047.SZ,2022-06-30,2022-08-25,2022-08-26
2022-08-30,2022-08-30,2022-08-31,,000047.SZ,2022-06-30,2022-08-25,2022-08-26
2022-08-31,2022-08-31,2022-09-01,,000047.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-01,2022-09-01,2022-09-02,,000047.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-02,2022-09-02,2022-09-05,,000047.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-05,2022-09-05,2022-09-06,,000047.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-06,2022-09-06,2022-09-07,,000047.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-07,2022-09-07,2022-09-08,,000047.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-08,2022-09-08,2022-09-09,,000047.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-09,2022-09-09,,,000047.SZ,2022-06-30,2022-08-25,2022-08-26
2022-06-20,2022-06-20,2022-06-21,2022-07-18,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-21,2022-06-21,2022-06-22,2022-07-19,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-22,2022-06-22,2022-06-23,2022-07-20,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-23,2022-06-23,2022-06-24,2022-07-21,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-24,2022-06-24,2022-06-27,2022-07-22,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-27,2022-06-27,2022-06-28,2022-07-25,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-28,2022-06-28,2022-06-29,2022-07-26,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-29,2022-06-29,2022-06-30,2022-07-27,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-30,2022-06-30,2022-07-01,2022-07-28,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-01,2022-07-01,2022-07-04,2022-07-29,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-04,2022-07-04,2022-07-05,2022-08-01,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-05,2022-07-05,2022-07-06,2022-08-02,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-06,2022-07-06,2022-07-07,2022-08-03,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-07,2022-07-07,2022-07-08,2022-08-04,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-08,2022-07-08,2022-07-11,2022-08-05,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-11,2022-07-11,2022-07-12,2022-08-08,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-12,2022-07-12,2022-07-13,2022-08-09,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-13,2022-07-13,2022-07-14,2022-08-10,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-14,2022-07-14,2022-07-15,2022-08-11,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-15,2022-07-15,2022-07-18,2022-08-12,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-18,2022-07-18,2022-07-19,2022-08-15,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-19,2022-07-19,2022-07-20,2022-08-16,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-20,2022-07-20,2022-07-21,2022-08-17,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-21,2022-07-21,2022-07-22,2022-08-18,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-22,2022-07-22,2022-07-25,2022-08-19,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-25,2022-07-25,2022-07-26,2022-08-22,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-26,2022-07-26,2022-07-27,2022-08-23,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-27,2022-07-27,2022-07-28,2022-08-24,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-28,2022-07-28,2022-07-29,2022-08-25,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-29,2022-07-29,2022-08-01,2022-08-26,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-01,2022-08-01,2022-08-02,2022-08-29,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-02,2022-08-02,2022-08-03,2022-08-30,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-03,2022-08-03,2022-08-04,2022-08-31,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-04,2022-08-04,2022-08-05,2022-09-01,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-05,2022-08-05,2022-08-08,2022-09-02,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-08,2022-08-08,2022-08-09,2022-09-05,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-09,2022-08-09,2022-08-10,2022-09-06,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-10,2022-08-10,2022-08-11,2022-09-07,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-11,2022-08-11,2022-08-12,2022-09-08,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-12,2022-08-12,2022-08-15,2022-09-09,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-15,2022-08-15,2022-08-16,,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-16,2022-08-16,2022-08-17,,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-17,2022-08-17,2022-08-18,,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-18,2022-08-18,2022-08-19,,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-19,2022-08-19,2022-08-22,,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-22,2022-08-22,2022-08-23,,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-23,2022-08-23,2022-08-24,,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-24,2022-08-24,2022-08-25,,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-25,2022-08-25,2022-08-26,,000048.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-26,2022-08-26,2022-08-29,,000048.SZ,2022-06-30,2022-08-25,2022-08-26
2022-08-29,2022-08-29,2022-08-30,,000048.SZ,2022-06-30,2022-08-25,2022-08-26
2022-08-30,2022-08-30,2022-08-31,,000048.SZ,2022-06-30,2022-08-25,2022-08-26
2022-08-31,2022-08-31,2022-09-01,,000048.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-01,2022-09-01,2022-09-02,,000048.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-02,2022-09-02,2022-09-05,,000048.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-05,2022-09-05,2022-09-06,,000048.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-06,2022-09-06,2022-09-07,,000048.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-07,2022-09-07,2022-09-08,,000048.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-08,2022-09-08,2022-09-09,,000048.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-09,2022-09-09,,,000048.SZ,2022-06-30,2022-08-25,2022-08-26
2022-06-20,2022-06-20,2022-06-21,2022-07-18,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-21,2022-06-21,2022-06-22,2022-07-19,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-22,2022-06-22,2022-06-23,2022-07-20,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-23,2022-06-23,2022-06-24,2022-07-21,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-24,2022-06-24,2022-06-27,2022-07-22,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-27,2022-06-27,2022-06-28,2022-07-25,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-28,2022-06-28,2022-06-29,2022-07-26,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-29,2022-06-29,2022-06-30,2022-07-27,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-30,2022-06-30,2022-07-01,2022-07-28,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-01,2022-07-01,2022-07-04,2022-07-29,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-04,2022-07-04,2022-07-05,2022-08-01,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-05,2022-07-05,2022-07-06,2022-08-02,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-06,2022-07-06,2022-07-07,2022-08-03,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-07,2022-07-07,2022-07-08,2022-08-04,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-08,2022-07-08,2022-07-11,2022-08-05,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-11,2022-07-11,2022-07-12,2022-08-08,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-12,2022-07-12,2022-07-13,2022-08-09,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-13,2022-07-13,2022-07-14,2022-08-10,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-14,2022-07-14,2022-07-15,2022-08-11,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-15,2022-07-15,2022-07-18,2022-08-12,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-18,2022-07-18,2022-07-19,2022-08-15,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-19,2022-07-19,2022-07-20,2022-08-16,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-20,2022-07-20,2022-07-21,2022-08-17,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-21,2022-07-21,2022-07-22,2022-08-18,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-22,2022-07-22,2022-07-25,2022-08-19,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-25,2022-07-25,2022-07-26,2022-08-22,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-26,2022-07-26,2022-07-27,2022-08-23,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-27,2022-07-27,2022-07-28,2022-08-24,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-28,2022-07-28,2022-07-29,2022-08-25,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-29,2022-07-29,2022-08-01,2022-08-26,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-01,2022-08-01,2022-08-02,2022-08-29,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-02,2022-08-02,2022-08-03,2022-08-30,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-03,2022-08-03,2022-08-04,2022-08-31,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-04,2022-08-04,2022-08-05,2022-09-01,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-05,2022-08-05,2022-08-08,2022-09-02,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-08,2022-08-08,2022-08-09,2022-09-05,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-09,2022-08-09,2022-08-10,2022-09-06,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-10,2022-08-10,2022-08-11,2022-09-07,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-11,2022-08-11,2022-08-12,2022-09-08,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-12,2022-08-12,2022-08-15,2022-09-09,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-15,2022-08-15,2022-08-16,,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-16,2022-08-16,2022-08-17,,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-17,2022-08-17,2022-08-18,,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-18,2022-08-18,2022-08-19,,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-19,2022-08-19,2022-08-22,,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-22,2022-08-22,2022-08-23,,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-23,2022-08-23,2022-08-24,,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-24,2022-08-24,2022-08-25,,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-25,2022-08-25,2022-08-26,,000049.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-26,2022-08-26,2022-08-29,,000049.SZ,2022-06-30,2022-08-25,2022-08-26
2022-08-29,2022-08-29,2022-08-30,,000049.SZ,2022-06-30,2022-08-25,2022-08-26
2022-08-30,2022-08-30,2022-08-31,,000049.SZ,2022-06-30,2022-08-25,2022-08-26
2022-08-31,2022-08-31,2022-09-01,,000049.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-01,2022-09-01,2022-09-02,,000049.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-02,2022-09-02,2022-09-05,,000049.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-05,2022-09-05,2022-09-06,,000049.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-06,2022-09-06,2022-09-07,,000049.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-07,2022-09-07,2022-09-08,,000049.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-08,2022-09-08,2022-09-09,,000049.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-09,2022-09-09,,,000049.SZ,2022-06-30,2022-08-25,2022-08-26
2022-06-20,2022-06-20,2022-06-21,2022-07-18,000050.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-21,2022-06-21,2022-06-22,2022-07-19,000050.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-22,2022-06-22,2022-06-23,2022-07-20,000050.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-23,2022-06-23,2022-06-24,2022-07-21,000050.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-24,2022-06-24,2022-06-27,2022-07-22,000050.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-27,2022-06-27,2022-06-28,2022-07-25,000050.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-28,2022-06-28,2022-06-29,2022-07-26,000050.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-29,2022-06-29,2022-06-30,2022-07-27,000050.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-30,2022-06-30,2022-07-01,2022-07-28,000050.SZ,2022-03-31,2022-04-28,2022-04-29
