trade_date,industry_code,factor,total,non_missing,coverage
2022-08-05,INDUSTRIAL,rev_5,10,10,1.0
2022-08-05,TECH,rev_5,10,10,1.0
2022-08-08,BANK,rev_5,10,10,1.0
2022-08-08,CONSUMER,rev_5,10,10,1.0
2022-08-08,ENERGY,rev_5,10,10,1.0
2022-08-08,HEALTH,rev_5,10,10,1.0
2022-08-08,INDUSTRIAL,rev_5,10,10,1.0
2022-08-08,TECH,rev_5,10,10,1.0
2022-08-09,BANK,rev_5,10,10,1.0
2022-08-09,CONSUMER,rev_5,10,10,1.0
2022-08-09,ENERGY,rev_5,10,10,1.0
2022-08-09,HEALTH,rev_5,10,10,1.0
2022-08-09,INDUSTRIAL,rev_5,10,10,1.0
2022-08-09,TECH,rev_5,10,10,1.0
2022-08-10,BANK,rev_5,10,10,1.0
2022-08-10,CONSUMER,rev_5,10,10,1.0
2022-08-10,ENERGY,rev_5,10,10,1.0
2022-08-10,HEALTH,rev_5,10,10,1.0
2022-08-10,INDUSTRIAL,rev_5,10,10,1.0
2022-08-10,TECH,rev_5,10,10,1.0
2022-08-11,BANK,rev_5,10,10,1.0
2022-08-11,CONSUMER,rev_5,10,10,1.0
2022-08-11,ENERGY,rev_5,10,10,1.0
2022-08-11,HEALTH,rev_5,10,10,1.0
2022-08-11,INDUSTRIAL,rev_5,10,10,1.0
2022-08-11,TECH,rev_5,10,10,1.0
2022-08-12,BANK,rev_5,10,10,1.0
2022-08-12,CONSUMER,rev_5,10,10,1.0
2022-08-12,ENERGY,rev_5,10,10,1.0
2022-08-12,HEALTH,rev_5,10,10,1.0
2022-08-12,INDUSTRIAL,rev_5,10,10,1.0
2022-08-12,TECH,rev_5,10,10,1.0
2022-08-15,BANK,rev_5,10,10,1.0
2022-08-15,CONSUMER,rev_5,10,10,1.0
2022-08-15,ENERGY,rev_5,10,10,1.0
2022-08-15,HEALTH,rev_5,10,10,1.0
2022-08-15,INDUSTRIAL,rev_5,10,10,1.0
2022-08-15,TECH,rev_5,10,10,1.0
2022-08-16,BANK,rev_5,10,10,1.0
2022-08-16,CONSUMER,rev_5,10,10,1.0
2022-08-16,ENERGY,rev_5,10,10,1.0
2022-08-16,HEALTH,rev_5,10,10,1.0
2022-08-16,INDUSTRIAL,rev_5,10,10,1.0
2022-08-16,TECH,rev_5,10,10,1.0
2022-08-17,BANK,rev_5,10,10,1.0
2022-08-17,CONSUMER,rev_5,10,10,1.0
2022-08-17,ENERGY,rev_5,10,10,1.0
2022-08-17,HEALTH,rev_5,10,10,1.0
2022-08-17,INDUSTRIAL,rev_5,10,10,1.0
2022-08-17,TECH,rev_5,10,10,1.0
2022-08-18,BANK,rev_5,10,10,1.0
2022-08-18,CONSUMER,rev_5,10,10,1.0
2022-08-18,ENERGY,rev_5,10,10,1.0
2022-08-18,HEALTH,rev_5,10,10,1.0
2022-08-18,INDUSTRIAL,rev_5,10,10,1.0
2022-08-18,TECH,rev_5,10,10,1.0
2022-08-19,BANK,rev_5,10,10,1.0
2022-08-19,CONSUMER,rev_5,10,10,1.0
2022-08-19,ENERGY,rev_5,10,10,1.0
2022-08-19,HEALTH,rev_5,10,10,1.0
2022-08-19,INDUSTRIAL,rev_5,10,10,1.0
2022-08-19,TECH,rev_5,10,10,1.0
2022-08-22,BANK,rev_5,10,10,1.0
2022-08-22,CONSUMER,rev_5,10,10,1.0
2022-08-22,ENERGY,rev_5,10,10,1.0
2022-08-22,HEALTH,rev_5,10,10,1.0
2022-08-22,INDUSTRIAL,rev_5,10,10,1.0
2022-08-22,TECH,rev_5,10,10,1.0
2022-08-23,BANK,rev_5,10,10,1.0
2022-08-23,CONSUMER,rev_5,10,10,1.0
2022-08-23,ENERGY,rev_5,10,10,1.0
2022-08-23,HEALTH,rev_5,10,10,1.0
2022-08-23,INDUSTRIAL,rev_5,10,10,1.0
2022-08-23,TECH,rev_5,10,10,1.0
2022-08-24,BANK,rev_5,10,10,1.0
2022-08-24,CONSUMER,rev_5,10,10,1.0
2022-08-24,ENERGY,rev_5,10,10,1.0
2022-08-24,HEALTH,rev_5,10,10,1.0
2022-08-24,INDUSTRIAL,rev_5,10,10,1.0
2022-08-24,TECH,rev_5,10,10,1.0
2022-08-25,BANK,rev_5,10,10,1.0
2022-08-25,CONSUMER,rev_5,10,10,1.0
2022-08-25,ENERGY,rev_5,10,10,1.0
2022-08-25,HEALTH,rev_5,10,10,1.0
2022-08-25,INDUSTRIAL,rev_5,10,10,1.0
2022-08-25,TECH,rev_5,10,10,1.0
2022-08-26,BANK,rev_5,10,10,1.0
2022-08-26,CONSUMER,rev_5,10,10,1.0
2022-08-26,ENERGY,rev_5,10,10,1.0
2022-08-26,HEALTH,rev_5,10,10,1.0
2022-08-26,INDUSTRIAL,rev_5,10,10,1.0
2022-08-26,TECH,rev_5,10,10,1.0
2022-08-29,BANK,rev_5,10,10,1.0
2022-08-29,CONSUMER,rev_5,10,10,1.0
2022-08-29,ENERGY,rev_5,10,10,1.0
2022-08-29,HEALTH,rev_5,10,10,1.0
2022-08-29,INDUSTRIAL,rev_5,10,10,1.0
2022-08-29,TECH,rev_5,10,10,1.0
2022-08-30,BANK,rev_5,10,10,1.0
2022-08-30,CONSUMER,rev_5,10,10,1.0
2022-08-30,ENERGY,rev_5,10,10,1.0
2022-08-30,HEALTH,rev_5,10,10,1.0
2022-08-30,INDUSTRIAL,rev_5,10,10,1.0
2022-08-30,TECH,rev_5,10,10,1.0
2022-08-31,BANK,rev_5,10,10,1.0
2022-08-31,CONSUMER,rev_5,10,10,1.0
2022-08-31,ENERGY,rev_5,10,10,1.0
2022-08-31,HEALTH,rev_5,10,10,1.0
2022-08-31,INDUSTRIAL,rev_5,10,10,1.0
2022-08-31,TECH,rev_5,10,10,1.0
2022-09-01,BANK,rev_5,10,10,1.0
2022-09-01,CONSUMER,rev_5,10,10,1.0
2022-09-01,ENERGY,rev_5,10,10,1.0
2022-09-01,HEALTH,rev_5,10,10,1.0
2022-09-01,INDUSTRIAL,rev_5,10,10,1.0
2022-09-01,TECH,rev_5,10,10,1.0
2022-09-02,BANK,rev_5,10,10,1.0
2022-09-02,CONSUMER,rev_5,10,10,1.0
2022-09-02,ENERGY,rev_5,10,10,1.0
2022-09-02,HEALTH,rev_5,10,10,1.0
2022-09-02,INDUSTRIAL,rev_5,10,10,1.0
2022-09-02,TECH,rev_5,10,10,1.0
2022-09-05,BANK,rev_5,10,10,1.0
2022-09-05,CONSUMER,rev_5,10,10,1.0
2022-09-05,ENERGY,rev_5,10,10,1.0
2022-09-05,HEALTH,rev_5,10,10,1.0
2022-09-05,INDUSTRIAL,rev_5,10,10,1.0
2022-09-05,TECH,rev_5,10,10,1.0
2022-09-06,BANK,rev_5,10,10,1.0
2022-09-06,CONSUMER,rev_5,10,10,1.0
2022-09-06,ENERGY,rev_5,10,10,1.0
2022-09-06,HEALTH,rev_5,10,10,1.0
2022-09-06,INDUSTRIAL,rev_5,10,10,1.0
2022-09-06,TECH,rev_5,10,10,1.0
2022-09-07,BANK,rev_5,10,10,1.0
2022-09-07,CONSUMER,rev_5,10,10,1.0
2022-09-07,ENERGY,rev_5,10,10,1.0
2022-09-07,HEALTH,rev_5,10,10,1.0
2022-09-07,INDUSTRIAL,rev_5,10,10,1.0
2022-09-07,TECH,rev_5,10,10,1.0
2022-09-08,BANK,rev_5,10,10,1.0
2022-09-08,CONSUMER,rev_5,10,10,1.0
2022-09-08,ENERGY,rev_5,10,10,1.0
2022-09-08,HEALTH,rev_5,10,10,1.0
2022-09-08,INDUSTRIAL,rev_5,10,10,1.0
2022-09-08,TECH,rev_5,10,10,1.0
2022-09-09,BANK,rev_5,10,10,1.0
2022-09-09,CONSUMER,rev_5,10,10,1.0
2022-09-09,ENERGY,rev_5,10,10,1.0
2022-09-09,HEALTH,rev_5,10,10,1.0
2022-09-09,INDUSTRIAL,rev_5,10,10,1.0
2022-09-09,TECH,rev_5,10,10,1.0
2022-06-20,BANK,rev_20,10,0,0.0
2022-06-20,CONSUMER,rev_20,10,0,0.0
2022-06-20,ENERGY,rev_20,10,0,0.0
2022-06-20,HEALTH,rev_20,10,0,0.0
2022-06-20,INDUSTRIAL,rev_20,10,0,0.0
2022-06-20,TECH,rev_20,10,0,0.0
2022-06-21,BANK,rev_20,10,0,0.0
2022-06-21,CONSUMER,rev_20,10,0,0.0
2022-06-21,ENERGY,rev_20,10,0,0.0
2022-06-21,HEALTH,rev_20,10,0,0.0
2022-06-21,INDUSTRIAL,rev_20,10,0,0.0
2022-06-21,TECH,rev_20,10,0,0.0
2022-06-22,BANK,rev_20,10,0,0.0
2022-06-22,CONSUMER,rev_20,10,0,0.0
2022-06-22,ENERGY,rev_20,10,0,0.0
2022-06-22,HEALTH,rev_20,10,0,0.0
2022-06-22,INDUSTRIAL,rev_20,10,0,0.0
2022-06-22,TECH,rev_20,10,0,0.0
2022-06-23,BANK,rev_20,10,0,0.0
2022-06-23,CONSUMER,rev_20,10,0,0.0
2022-06-23,ENERGY,rev_20,10,0,0.0
2022-06-23,HEALTH,rev_20,10,0,0.0
2022-06-23,INDUSTRIAL,rev_20,10,0,0.0
2022-06-23,TECH,rev_20,10,0,0.0
2022-06-24,BANK,rev_20,10,0,0.0
2022-06-24,CONSUMER,rev_20,10,0,0.0
2022-06-24,ENERGY,rev_20,10,0,0.0
2022-06-24,HEALTH,rev_20,10,0,0.0
2022-06-24,INDUSTRIAL,rev_20,10,0,0.0
2022-06-24,TECH,rev_20,10,0,0.0
2022-06-27,BANK,rev_20,10,0,0.0
2022-06-27,CONSUMER,rev_20,10,0,0.0
2022-06-27,ENERGY,rev_20,10,0,0.0
2022-06-27,HEALTH,rev_20,10,0,0.0
2022-06-27,INDUSTRIAL,rev_20,10,0,0.0
2022-06-27,TECH,rev_20,10,0,0.0
2022-06-28,BANK,rev_20,10,0,0.0
2022-06-28,CONSUMER,rev_20,10,0,0.0
2022-06-28,ENERGY,rev_20,10,0,0.0
2022-06-28,HEALTH,rev_20,10,0,0.0
2022-06-28,INDUSTRIAL,rev_20,10,0,0.0
2022-06-28,TECH,rev_20,10,0,0.0
2022-06-29,BANK,rev_20,10,0,0.0
2022-06-29,CONSUMER,rev_20,10,0,0.0
2022-06-29,ENERGY,rev_20,10,0,0.0
2022-06-29,HEALTH,rev_20,10,0,0.0
2022-06-29,INDUSTRIAL,rev_20,10,0,0.0
2022-06-29,TECH,rev_20,10,0,0.0
2022-06-30,BANK,rev_20,10,0,0.0
2022-06-30,CONSUMER,rev_20,10,0,0.0
2022-06-30,ENERGY,rev_20,10,0,0.0
2022-06-30,HEALTH,rev_20,10,0,0.0
2022-06-30,INDUSTRIAL,rev_20,10,0,0.0
2022-06-30,TECH,rev_20,10,0,0.0
2022-07-01,BANK,rev_20,10,0,0.0
2022-07-01,CONSUMER,rev_20,10,0,0.0
2022-07-01,ENERGY,rev_20,10,0,0.0
2022-07-01,HEALTH,rev_20,10,0,0.0
2022-07-01,INDUSTRIAL,rev_20,10,0,0.0
2022-07-01,TECH,rev_20,10,0,0.0
2022-07-04,BANK,rev_20,10,0,0.0
2022-07-04,CONSUMER,rev_20,10,0,0.0
2022-07-04,ENERGY,rev_20,10,0,0.0
2022-07-04,HEALTH,rev_20,10,0,0.0
2022-07-04,INDUSTRIAL,rev_20,10,0,0.0
2022-07-04,TECH,rev_20,10,0,0.0
2022-07-05,BANK,rev_20,10,0,0.0
2022-07-05,CONSUMER,rev_20,10,0,0.0
2022-07-05,ENERGY,rev_20,10,0,0.0
2022-07-05,HEALTH,rev_20,10,0,0.0
2022-07-05,INDUSTRIAL,rev_20,10,0,0.0
2022-07-05,TECH,rev_20,10,0,0.0
2022-07-06,BANK,rev_20,10,0,0.0
2022-07-06,CONSUMER,rev_20,10,0,0.0
2022-07-06,ENERGY,rev_20,10,0,0.0
2022-07-06,HEALTH,rev_20,10,0,0.0
2022-07-06,INDUSTRIAL,rev_20,10,0,0.0
2022-07-06,TECH,rev_20,10,0,0.0
2022-07-07,BANK,rev_20,10,0,0.0
2022-07-07,CONSUMER,rev_20,10,0,0.0
2022-07-07,ENERGY,rev_20,10,0,0.0
2022-07-07,HEALTH,rev_20,10,0,0.0
2022-07-07,INDUSTRIAL,rev_20,10,0,0.0
2022-07-07,TECH,rev_20,10,0,0.0
2022-07-08,BANK,rev_20,10,0,0.0
2022-07-08,CONSUMER,rev_20,10,0,0.0
2022-07-08,ENERGY,rev_20,10,0,0.0
2022-07-08,HEALTH,rev_20,10,0,0.0
2022-07-08,INDUSTRIAL,rev_20,10,0,0.0
2022-07-08,TECH,rev_20,10,0,0.0
2022-07-11,BANK,rev_20,10,0,0.0
2022-07-11,CONSUMER,rev_20,10,0,0.0
2022-07-11,ENERGY,rev_20,10,0,0.0
2022-07-11,HEALTH,rev_20,10,0,0.0
2022-07-11,INDUSTRIAL,rev_20,10,0,0.0
2022-07-11,TECH,rev_20,10,0,0.0
2022-07-12,BANK,rev_20,10,0,0.0
2022-07-12,CONSUMER,rev_20,10,0,0.0
2022-07-12,ENERGY,rev_20,10,0,0.0
2022-07-12,HEALTH,rev_20,10,0,0.0
2022-07-12,INDUSTRIAL,rev_20,10,0,0.0
2022-07-12,TECH,rev_20,10,0,0.0
2022-07-13,BANK,rev_20,10,0,0.0
2022-07-13,CONSUMER,rev_20,10,0,0.0
2022-07-13,ENERGY,rev_20,10,0,0.0
2022-07-13,HEALTH,rev_20,10,0,0.0
2022-07-13,INDUSTRIAL,rev_20,10,0,0.0
2022-07-13,TECH,rev_20,10,0,0.0
2022-07-14,BANK,rev_20,10,0,0.0
2022-07-14,CONSUMER,rev_20,10,0,0.0
2022-07-14,ENERGY,rev_20,10,0,0.0
2022-07-14,HEALTH,rev_20,10,0,0.0
2022-07-14,INDUSTRIAL,rev_20,10,0,0.0
2022-07-14,TECH,rev_20,10,0,0.0
2022-07-15,BANK,rev_20,10,0,0.0
2022-07-15,CONSUMER,rev_20,10,0,0.0
2022-07-15,ENERGY,rev_20,10,0,0.0
2022-07-15,HEALTH,rev_20,10,0,0.0
2022-07-15,INDUSTRIAL,rev_20,10,0,0.0
2022-07-15,TECH,rev_20,10,0,0.0
2022-07-18,BANK,rev_20,10,10,1.0
2022-07-18,CONSUMER,rev_20,10,10,1.0
2022-07-18,ENERGY,rev_20,10,10,1.0
2022-07-18,HEALTH,rev_20,10,10,1.0
2022-07-18,INDUSTRIAL,rev_20,10,10,1.0
2022-07-18,TECH,rev_20,10,10,1.0
2022-07-19,BANK,rev_20,10,10,1.0
2022-07-19,CONSUMER,rev_20,10,10,1.0
2022-07-19,ENERGY,rev_20,10,10,1.0
2022-07-19,HEALTH,rev_20,10,10,1.0
2022-07-19,INDUSTRIAL,rev_20,10,10,1.0
2022-07-19,TECH,rev_20,10,10,1.0
2022-07-20,BANK,rev_20,10,10,1.0
2022-07-20,CONSUMER,rev_20,10,10,1.0
2022-07-20,ENERGY,rev_20,10,10,1.0
2022-07-20,HEALTH,rev_20,10,10,1.0
2022-07-20,INDUSTRIAL,rev_20,10,10,1.0
2022-07-20,TECH,rev_20,10,10,1.0
2022-07-21,BANK,rev_20,10,10,1.0
2022-07-21,CONSUMER,rev_20,10,10,1.0
2022-07-21,ENERGY,rev_20,10,10,1.0
2022-07-21,HEALTH,rev_20,10,10,1.0
2022-07-21,INDUSTRIAL,rev_20,10,10,1.0
2022-07-21,TECH,rev_20,10,10,1.0
2022-07-22,BANK,rev_20,10,10,1.0
2022-07-22,CONSUMER,rev_20,10,10,1.0
2022-07-22,ENERGY,rev_20,10,10,1.0
2022-07-22,HEALTH,rev_20,10,10,1.0
2022-07-22,INDUSTRIAL,rev_20,10,10,1.0
2022-07-22,TECH,rev_20,10,10,1.0
2022-07-25,BANK,rev_20,10,10,1.0
2022-07-25,CONSUMER,rev_20,10,10,1.0
2022-07-25,ENERGY,rev_20,10,10,1.0
2022-07-25,HEALTH,rev_20,10,10,1.0
2022-07-25,INDUSTRIAL,rev_20,10,10,1.0
2022-07-25,TECH,rev_20,10,10,1.0
2022-07-26,BANK,rev_20,10,10,1.0
2022-07-26,CONSUMER,rev_20,10,10,1.0
2022-07-26,ENERGY,rev_20,10,10,1.0
2022-07-26,HEALTH,rev_20,10,10,1.0
2022-07-26,INDUSTRIAL,rev_20,10,10,1.0
2022-07-26,TECH,rev_20,10,10,1.0
2022-07-27,BANK,rev_20,10,10,1.0
2022-07-27,CONSUMER,rev_20,10,10,1.0
2022-07-27,ENERGY,rev_20,10,10,1.0
2022-07-27,HEALTH,rev_20,10,10,1.0
2022-07-27,INDUSTRIAL,rev_20,10,10,1.0
2022-07-27,TECH,rev_20,10,10,1.0
2022-07-28,BANK,rev_20,10,10,1.0
2022-07-28,CONSUMER,rev_20,10,10,1.0
2022-07-28,ENERGY,rev_20,10,10,1.0
2022-07-28,HEALTH,rev_20,10,10,1.0
2022-07-28,INDUSTRIAL,rev_20,10,10,1.0
2022-07-28,TECH,rev_20,10,10,1.0
2022-07-29,BANK,rev_20,10,10,1.0
2022-07-29,CONSUMER,rev_20,10,10,1.0
2022-07-29,ENERGY,rev_20,10,10,1.0
2022-07-29,HEALTH,rev_20,10,10,1.0
2022-07-29,INDUSTRIAL,rev_20,10,10,1.0
2022-07-29,TECH,rev_20,10,10,1.0
2022-08-01,BANK,rev_20,10,10,1.0
2022-08-01,CONSUMER,rev_20,10,10,1.0
2022-08-01,ENERGY,rev_20,10,10,1.0
2022-08-01,HEALTH,rev_20,10,10,1.0
2022-08-01,INDUSTRIAL,rev_20,10,10,1.0
2022-08-01,TECH,rev_20,10,10,1.0
2022-08-02,BANK,rev_20,10,10,1.0
2022-08-02,CONSUMER,rev_20,10,10,1.0
2022-08-02,ENERGY,rev_20,10,10,1.0
2022-08-02,HEALTH,rev_20,10,10,1.0
2022-08-02,INDUSTRIAL,rev_20,10,10,1.0
2022-08-02,TECH,rev_20,10,10,1.0
2022-08-03,BANK,rev_20,10,10,1.0
2022-08-03,CONSUMER,rev_20,10,10,1.0
2022-08-03,ENERGY,rev_20,10,10,1.0
2022-08-03,HEALTH,rev_20,10,10,1.0
2022-08-03,INDUSTRIAL,rev_20,10,10,1.0
2022-08-03,TECH,rev_20,10,10,1.0
2022-08-04,BANK,rev_20,10,10,1.0
2022-08-04,CONSUMER,rev_20,10,10,1.0
2022-08-04,ENERGY,rev_20,10,10,1.0
2022-08-04,HEALTH,rev_20,10,10,1.0
2022-08-04,INDUSTRIAL,rev_20,10,10,1.0
2022-08-04,TECH,rev_20,10,10,1.0
2022-08-05,BANK,rev_20,10,10,1.0
2022-08-05,CONSUMER,rev_20,10,10,1.0
2022-08-05,ENERGY,rev_20,10,10,1.0
2022-08-05,HEALTH,rev_20,10,10,1.0
2022-08-05,INDUSTRIAL,rev_20,10,10,1.0
2022-08-05,TECH,rev_20,10,10,1.0
2022-08-08,BANK,rev_20,10,10,1.0
2022-08-08,CONSUMER,rev_20,10,10,1.0
2022-08-08,ENERGY,rev_20,10,10,1.0
2022-08-08,HEALTH,rev_20,10,10,1.0
2022-08-08,INDUSTRIAL,rev_20,10,10,1.0
2022-08-08,TECH,rev_20,10,10,1.0
2022-08-09,BANK,rev_20,10,10,1.0
2022-08-09,CONSUMER,rev_20,10,10,1.0
2022-08-09,ENERGY,rev_20,10,10,1.0
2022-08-09,HEALTH,rev_20,10,10,1.0
2022-08-09,INDUSTRIAL,rev_20,10,10,1.0
2022-08-09,TECH,rev_20,10,10,1.0
2022-08-10,BANK,rev_20,10,10,1.0
2022-08-10,CONSUMER,rev_20,10,10,1.0
2022-08-10,ENERGY,rev_20,10,10,1.0
2022-08-10,HEALTH,rev_20,10,10,1.0
2022-08-10,INDUSTRIAL,rev_20,10,10,1.0
2022-08-10,TECH,rev_20,10,10,1.0
2022-08-11,BANK,rev_20,10,10,1.0
2022-08-11,CONSUMER,rev_20,10,10,1.0
2022-08-11,ENERGY,rev_20,10,10,1.0
2022-08-11,HEALTH,rev_20,10,10,1.0
2022-08-11,INDUSTRIAL,rev_20,10,10,1.0
2022-08-11,TECH,rev_20,10,10,1.0
2022-08-12,BANK,rev_20,10,10,1.0
2022-08-12,CONSUMER,rev_20,10,10,1.0
2022-08-12,ENERGY,rev_20,10,10,1.0
2022-08-12,HEALTH,rev_20,10,10,1.0
2022-08-12,INDUSTRIAL,rev_20,10,10,1.0
2022-08-12,TECH,rev_20,10,10,1.0
2022-08-15,BANK,rev_20,10,10,1.0
2022-08-15,CONSUMER,rev_20,10,10,1.0
2022-08-15,ENERGY,rev_20,10,10,1.0
2022-08-15,HEALTH,rev_20,10,10,1.0
2022-08-15,INDUSTRIAL,rev_20,10,10,1.0
2022-08-15,TECH,rev_20,10,10,1.0
2022-08-16,BANK,rev_20,10,10,1.0
2022-08-16,CONSUMER,rev_20,10,10,1.0
2022-08-16,ENERGY,rev_20,10,10,1.0
2022-08-16,HEALTH,rev_20,10,10,1.0
2022-08-16,INDUSTRIAL,rev_20,10,10,1.0
2022-08-16,TECH,rev_20,10,10,1.0
2022-08-17,BANK,rev_20,10,10,1.0
2022-08-17,CONSUMER,rev_20,10,10,1.0
2022-08-17,ENERGY,rev_20,10,10,1.0
2022-08-17,HEALTH,rev_20,10,10,1.0
2022-08-17,INDUSTRIAL,rev_20,10,10,1.0
2022-08-17,TECH,rev_20,10,10,1.0
2022-08-18,BANK,rev_20,10,10,1.0
2022-08-18,CONSUMER,rev_20,10,10,1.0
2022-08-18,ENERGY,rev_20,10,10,1.0
2022-08-18,HEALTH,rev_20,10,10,1.0
2022-08-18,INDUSTRIAL,rev_20,10,10,1.0
2022-08-18,TECH,rev_20,10,10,1.0
2022-08-19,BANK,rev_20,10,10,1.0
2022-08-19,CONSUMER,rev_20,10,10,1.0
2022-08-19,ENERGY,rev_20,10,10,1.0
2022-08-19,HEALTH,rev_20,10,10,1.0
2022-08-19,INDUSTRIAL,rev_20,10,10,1.0
2022-08-19,TECH,rev_20,10,10,1.0
2022-08-22,BANK,rev_20,10,10,1.0
2022-08-22,CONSUMER,rev_20,10,10,1.0
2022-08-22,ENERGY,rev_20,10,10,1.0
2022-08-22,HEALTH,rev_20,10,10,1.0
2022-08-22,INDUSTRIAL,rev_20,10,10,1.0
2022-08-22,TECH,rev_20,10,10,1.0
2022-08-23,BANK,rev_20,10,10,1.0
2022-08-23,CONSUMER,rev_20,10,10,1.0
2022-08-23,ENERGY,rev_20,10,10,1.0
2022-08-23,HEALTH,rev_20,10,10,1.0
2022-08-23,INDUSTRIAL,rev_20,10,10,1.0
2022-08-23,TECH,rev_20,10,10,1.0
2022-08-24,BANK,rev_20,10,10,1.0
2022-08-24,CONSUMER,rev_20,10,10,1.0
2022-08-24,ENERGY,rev_20,10,10,1.0
2022-08-24,HEALTH,rev_20,10,10,1.0
2022-08-24,INDUSTRIAL,rev_20,10,10,1.0
2022-08-24,TECH,rev_20,10,10,1.0
2022-08-25,BANK,rev_20,10,10,1.0
2022-08-25,CONSUMER,rev_20,10,10,1.0
2022-08-25,ENERGY,rev_20,10,10,1.0
2022-08-25,HEALTH,rev_20,10,10,1.0
2022-08-25,INDUSTRIAL,rev_20,10,10,1.0
2022-08-25,TECH,rev_20,10,10,1.0
2022-08-26,BANK,rev_20,10,10,1.0
2022-08-26,CONSUMER,rev_20,10,10,1.0
2022-08-26,ENERGY,rev_20,10,10,1.0
2022-08-26,HEALTH,rev_20,10,10,1.0
2022-08-26,INDUSTRIAL,rev_20,10,10,1.0
2022-08-26,TECH,rev_20,10,10,1.0
2022-08-29,BANK,rev_20,10,10,1.0
2022-08-29,CONSUMER,rev_20,10,10,1.0
2022-08-29,ENERGY,rev_20,10,10,1.0
2022-08-29,HEALTH,rev_20,10,10,1.0
2022-08-29,INDUSTRIAL,rev_20,10,10,1.0
2022-08-29,TECH,rev_20,10,10,1.0
2022-08-30,BANK,rev_20,10,10,1.0
2022-08-30,CONSUMER,rev_20,10,10,1.0
2022-08-30,ENERGY,rev_20,10,10,1.0
2022-08-30,HEALTH,rev_20,10,10,1.0
2022-08-30,INDUSTRIAL,rev_20,10,10,1.0
2022-08-30,TECH,rev_20,10,10,1.0
2022-08-31,BANK,rev_20,10,10,1.0
2022-08-31,CONSUMER,rev_20,10,10,1.0
2022-08-31,ENERGY,rev_20,10,10,1.0
2022-08-31,HEALTH,rev_20,10,10,1.0
2022-08-31,INDUSTRIAL,rev_20,10,10,1.0
2022-08-31,TECH,rev_20,10,10,1.0
2022-09-01,BANK,rev_20,10,10,1.0
2022-09-01,CONSUMER,rev_20,10,10,1.0
2022-09-01,ENERGY,rev_20,10,10,1.0
2022-09-01,HEALTH,rev_20,10,10,1.0
2022-09-01,INDUSTRIAL,rev_20,10,10,1.0
2022-09-01,TECH,rev_20,10,10,1.0
2022-09-02,BANK,rev_20,10,10,1.0
2022-09-02,CONSUMER,rev_20,10,10,1.0
2022-09-02,ENERGY,rev_20,10,10,1.0
2022-09-02,HEALTH,rev_20,10,10,1.0
2022-09-02,INDUSTRIAL,rev_20,10,10,1.0
2022-09-02,TECH,rev_20,10,10,1.0
2022-09-05,BANK,rev_20,10,10,1.0
2022-09-05,CONSUMER,rev_20,10,10,1.0
2022-09-05,ENERGY,rev_20,10,10,1.0
2022-09-05,HEALTH,rev_20,10,10,1.0
2022-09-05,INDUSTRIAL,rev_20,10,10,1.0
2022-09-05,TECH,rev_20,10,10,1.0
2022-09-06,BANK,rev_20,10,10,1.0
2022-09-06,CONSUMER,rev_20,10,10,1.0
2022-09-06,ENERGY,rev_20,10,10,1.0
2022-09-06,HEALTH,rev_20,10,10,1.0
2022-09-06,INDUSTRIAL,rev_20,10,10,1.0
2022-09-06,TECH,rev_20,10,10,1.0
2022-09-07,BANK,rev_20,10,10,1.0
2022-09-07,CONSUMER,rev_20,10,10,1.0
2022-09-07,ENERGY,rev_20,10,10,1.0
2022-09-07,HEALTH,rev_20,10,10,1.0
2022-09-07,INDUSTRIAL,rev_20,10,10,1.0
2022-09-07,TECH,rev_20,10,10,1.0
2022-09-08,BANK,rev_20,10,10,1.0
2022-09-08,CONSUMER,rev_20,10,10,1.0
2022-09-08,ENERGY,rev_20,10,10,1.0
2022-09-08,HEALTH,rev_20,10,10,1.0
2022-09-08,INDUSTRIAL,rev_20,10,10,1.0
2022-09-08,TECH,rev_20,10,10,1.0
2022-09-09,BANK,rev_20,10,10,1.0
2022-09-09,CONSUMER,rev_20,10,10,1.0
2022-09-09,ENERGY,rev_20,10,10,1.0
2022-09-09,HEALTH,rev_20,10,10,1.0
2022-09-09,INDUSTRIAL,rev_20,10,10,1.0
2022-09-09,TECH,rev_20,10,10,1.0
2022-06-20,BANK,turnover_chg_20,10,0,0.0
2022-06-20,CONSUMER,turnover_chg_20,10,0,0.0
2022-06-20,ENERGY,turnover_chg_20,10,0,0.0
2022-06-20,HEALTH,turnover_chg_20,10,0,0.0
2022-06-20,INDUSTRIAL,turnover_chg_20,10,0,0.0
2022-06-20,TECH,turnover_chg_20,10,0,0.0
2022-06-21,BANK,turnover_chg_20,10,0,0.0
2022-06-21,CONSUMER,turnover_chg_20,10,0,0.0
2022-06-21,ENERGY,turnover_chg_20,10,0,0.0
2022-06-21,HEALTH,turnover_chg_20,10,0,0.0
2022-06-21,INDUSTRIAL,turnover_chg_20,10,0,0.0
2022-06-21,TECH,turnover_chg_20,10,0,0.0
2022-06-22,BANK,turnover_chg_20,10,0,0.0
2022-06-22,CONSUMER,turnover_chg_20,10,0,0.0
2022-06-22,ENERGY,turnover_chg_20,10,0,0.0
2022-06-22,HEALTH,turnover_chg_20,10,0,0.0
2022-06-22,INDUSTRIAL,turnover_chg_20,10,0,0.0
2022-06-22,TECH,turnover_chg_20,10,0,0.0
2022-06-23,BANK,turnover_chg_20,10,0,0.0
